Avg_Infect_over_1_period,g_val,Initial_Conditions,Max_total_pop,Min_total_pop,period
0.0,0.1,"[100, 1]",10.0,5.554151659927151e-43,1
0.0,0.35789473684210527,"[10.0, 3.2e-322]",10.000000000007333,8.202331323296359e-12,1
1.6e-322,0.6157894736842106,"[10.000000000008203, 2.9e-322]",10.000000885838611,9.454132394182691e-07,1
2.67e-322,0.8736842105263158,"[10.00000094541324, 2.6e-322]",10.000106945912174,0.00011196567484740578,1
3.36e-322,1.1315789473684212,"[10.000111965674847, 2.57e-322]",10.001452485617301,0.001504784602235177,1
4.05e-322,1.3894736842105266,"[10.001504784602234, 2.37e-322]",10.007494128199346,0.00771223789488043,1
4.2e-322,1.6473684210526318,"[10.00771223789488, 2.57e-322]",10.023158595653317,0.023720852598757062,1
4.55e-322,1.905263157894737,"[10.023720852598757, 2.47e-322]",10.052825298471216,0.0539174164427871,1
4.5e-322,2.1631578947368424,"[10.053917416442786, 2.37e-322]",10.099220282479061,0.10099302732301253,1
4.9e-322,2.421052631578948,"[10.100993027323012, 2.17e-322]",10.163385443927313,0.16593775208550754,1
1.443e-321,2.678947368421053,"[10.165937752085508, 2.1e-322]",10.245119863594015,0.24850088780830348,1
1.76e-321,2.936842105263158,"[10.248500887808303, 2.17e-322]",10.343467509215577,0.3476871530269503,1
1.5893485725982608e-242,3.1947368421052635,"[10.34768715302695, 2.1e-322]",10.457093306703513,0.4621342110161961,1
7.093518935025255e-69,3.452631578947369,"[10.462134211016195, 1.887362559952681e-243]",10.584529511970132,0.5903572901137744,1
0.19233191349159914,3.710526315789474,"[10.590357290113774, 1.2159510453934785e-69]",10.384951111257779,0.3889096164750164,1
0.250667309331705,3.9684210526315793,"[10.371415808793396, 0.017493807681621436]",10.391303642998757,0.3951480522230914,1
0.30472349923062003,4.226315789473684,"[10.37188981856057, 0.023258233662521857]",10.397131674925237,0.4008753621831177,1
0.35498972129158035,4.484210526315789,"[10.372066898818165, 0.02880846336495237]",10.402482668874283,0.4061369231829482,1
0.4018816335319547,4.742105263157895,"[10.371979806706927, 0.034157116476021654]",10.407399891472611,0.41097433625299373,1
0.4457546319704696,5.0,"[10.371659236321479, 0.039315099931515024]",10.411922690694325,0.4154256001950449,1
0.5924728613157234,6.0,"[10.371133532205027, 0.044292067990018266]",10.426348604462678,0.42963420882045134,1
0.710820940957507,7.0,"[10.367602937695912, 0.062031271124540086]",10.43698321844304,0.4401183058212784,1
0.8087901550335996,8.0,"[10.362522305293044, 0.07759600052823393]",10.444951505491519,0.44797907264929215,1
0.8915392134425889,9.0,"[10.356653480163196, 0.0913255924860969]",10.451016977515325,0.45396604269017143,1
0.9625647947416732,10.0,"[10.350466245298806, 0.10349979739136472]",10.45570313155077,0.45859396620666,1
1.0243323943715135,11.0,"[10.344243055704773, 0.11435091050188738]",10.459373884709759,0.46222103116370916,1
1.0786376309316101,12.0,"[10.338149200489848, 0.12407183067386059]",10.462286050500387,0.46510016494667006,1
1.126823975856485,13.0,"[10.332277393121723, 0.1328227718249471]",10.464623614562603,0.4674126427321429,1
1.1699197126474983,14.0,"[10.326675616658617, 0.14073702607352628]",10.466520321731206,0.4692902750669132,1
1.2087272930427324,15.0,"[10.321364448160805, 0.14792582690610812]",10.468074746235837,0.47083022891270254,1
1.2438834934739313,16.0,"[10.316347855868019, 0.1544823730446843]",10.469360486715804,0.47210506200070257,1
1.2759010297491993,17.0,"[10.311619949172941, 0.16048511282776162]",10.470433161697441,0.47316961179836015,1
1.3051980368942866,18.0,"[10.307169207587192, 0.16600040421116766]",10.471335277175399,0.4740657907932432,1
1.3321193937666627,19.0,"[10.302981129145786, 0.1710846616474574]",10.472099659476148,0.47482596927018383,1
1.3569524368355372,20.0,"[10.299039881268516, 0.17578608800166828]",10.472751907535695,0.47547539226288793,1
1.3799387322221373,21.0,"[10.295329318426559, 0.1801460738363301]",10.473312166078001,0.47603392741744355,1
1.4012830263272618,22.0,"[10.291833596262766, 0.18420033115467854]",10.47379642250323,0.4765173434796176,1
1.4211601426957177,23.0,"[10.28853752810844, 0.18797981537117683]",10.474217465683456,0.4769382555424442,1
1.4397203609946772,24.0,"[10.285426777329247, 0.19151147821319628]",10.47458560201302,0.47730683100433186,1
1.457093658556024,25.0,"[10.282487945682242, 0.19481888532209013]",10.474909195282303,0.4776313218446328,1
1.4733930887704612,26.0,"[10.279708596623083, 0.19792272522155074]",10.475195077379949,0.4779184695492553,1
1.4887174968810322,27.0,"[10.277077238820644, 0.20084123072861196]",10.47544886337277,0.4781738157591805,1
1.5031537217101505,28.0,"[10.274583286261533, 0.2035905294976469]",10.475675195153459,0.47840194249058077,1
1.5167783946449493,29.0,"[10.272217005536687, 0.2061849369538938]",10.475877931267407,0.4786066592899253,1
1.5296594202359355,30.0,"[10.269969457106667, 0.20863720218325812]",10.476060295857735,0.47879115008171524,1
1.5418572029804969,31.0,"[10.267832434847715, 0.21095871523399945]",10.476224996317995,0.4789580891638475,1
1.553425670186749,32.0,"[10.265798406539048, 0.2131596826247998]",10.476374316817836,0.4791097334153806,1
1.5644131298120036,33.0,"[10.263860456873415, 0.2152492765419664]",10.47651019309769,0.47924799603747925,1
1.5748629938445236,34.0,"[10.262012233867807, 0.2172357621696728]",10.476634272626333,0.4793745058635137,1
1.5848143914371935,35.0,"[10.260247899093555, 0.21912660676995907]",10.476747963249013,0.4794906553226127,1
1.5943026911041276,36.0,"[10.258562081853203, 0.22092857346940936]",10.476852472731903,0.47959763942813494,1
1.6033599474876354,37.0,"[10.256949837248857, 0.22264780217927693]",10.476948841065159,0.4796964876274675,1
1.6120152852281426,38.0,"[10.255406607977598, 0.22428987964986938]",10.47703796697478,0.47978808994263844,1
1.6202952301261333,39.0,"[10.253928189628134, 0.22585990031450445]",10.477120629779433,0.4798732185220533,1
1.6282239959266052,40.0,"[10.252510699223244, 0.22736251929880946]",10.47719750748694,0.4799525454852036,1
1.6358237335733983,41.0,"[10.251150546742965, 0.22880199874223892]",10.477269191839095,0.4800266577591664,1
1.643114748590286,42.0,"[10.249844409366883, 0.23018224839228368]",10.477336200868772,0.48009606946254213,1
1.6501156912844728,43.0,"[10.248589208184745, 0.23150686127779693]",10.477398989420157,0.480161232281646,1
1.6568437236881046,44.0,"[10.247382087140052, 0.23277914514159456]",10.47745795799464,0.4802225441959821,1
1.6633146665172567,45.0,"[10.246220393988628, 0.23400215020735446]",10.477513460214752,0.48028035684129067,1
1.6695431289056055,46.0,"[10.245101663072447, 0.23517869376884473]",10.477565809143108,0.4803349817439738,1
1.675542623241681,47.0,"[10.244023599727019, 0.23631138201695584]",10.477615282649348,0.4803866956167724,1
1.6813256670819705,48.0,"[10.242984066157645, 0.23740262945912705]",10.477662127982663,0.4804357448712956,1
1.6869038738182351,49.0,"[10.241981068636353, 0.23845467623494251]",10.477706565679167,0.4804823494747144,1
1.6922880335306658,50.0,"[10.241012745886017, 0.23946960358869612]",10.477748792910576,0.48052670625553023,1
